9BFZB55S5M8843911,2022-07-06 10:54:15.138126,44.01749198564962,2.298328340451026,5.980177866666667
93HGK5870GZ218968,2022-07-07 09:41:50.721936,160.40049790524014,7.00234164449671,11.1924612
9BWBH6BF0M4017715,2022-07-06 12:07:51.782107,69.51383056206957,2.812931886563626,7.237147266666668
9BWBH6BF0M4017715,2022-07-06 12:03:13.428193,67.20359138332162,1.5602011653128864,4.561914700000001
9BHBG51DAEP106133,2022-07-06 17:18:46.072472,14.96980638457549,3.8719210046078785,6.058776666666687
9BHBG51DAEP106133,2022-07-06 17:01:41.567333,81.46531322590373,7.496613520681308,16.688972983333336
9BHBG51DAEP106133,2022-07-06 16:44:58.455957,81.50156033460098,4.214200919441515,16.608067616666666
9BHBG51DAEP106133,2022-07-06 12:58:56.248090,0.19001425806054403,1.268234764118481,0.03862868333337133
9BHBG51DAEP106133,2022-07-06 12:03:50.252476,33.48708807848933,3.8372328887546665,9.887935983333335
9BHBG51DAEP106133,2022-07-06 09:14:19.883027,10.118663554758742,0.4687134050560738,2.9122487499999985
9BHBG51DAEP106133,2022-07-06 09:04:51.701137,49.310477790030475,2.7120699258785703,9.391709616666667
